Year,Month,Region,Org Code,Org Name,R1r,R1n,R2r,R2n,M4b,M4n,K4b,K4n,K1n,K1m,K150,K190,R3s,R3n,R4s,R4n,R5b,R5n,R0n,R6s,R6n,R7s,R7n,SQU03_5_1_1,SQU03_5_1_2,SQU03_5_2_1,SQU03_5_2_2,SQU03_6_1_1,SQU03_6_1_2,M1n,M3n,M3m,M390,K2n,K2m,K250,K290,K3n,K3m,K350,K390,P1b,P1n
2015,4,Y59,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,35,126,13,31,50,105,589,596,.,.,.,.,13,117,5,28,.,.,.,.,.,.,.,.,.,44,48,63,112,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,4,Y58,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,81,300,19,40,188,220,843,860,.,.,.,.,27,300,11,40,.,.,.,.,.,.,.,.,.,98,132,177,348,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,5,Eng,Eng,England,654,2347,174,334,1313,1635,7377,7534,.,.,.,.,198,2264,95,310,.,.,.,.,.,.,.,.,.,881,1039,1983,3231,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,5,North East and Yorkshire,Y63,North East and Yorkshire,96,370,33,54,147,165,1046,1069,.,.,.,.,34,357,20,51,.,.,.,.,.,.,.,.,.,158,186,337,536,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,5,North West,Y62,North West,56,193,14,30,299,326,733,735,.,.,.,.,21,187,6,29,.,.,.,.,.,.,.,.,.,121,148,262,364,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,5,Midlands,Y60,Midlands,157,520,34,69,210,279,1534,1555,.,.,.,.,48,501,17,65,.,.,.,.,.,.,.,.,.,185,203,275,478,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,5,East of England,Y61,East of England,67,259,12,30,124,163,721,736,.,.,.,.,12,249,5,28,.,.,.,.,.,.,.,.,.,102,109,159,303,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,5,London,Y56,London,98,337,24,49,210,275,977,1012,.,.,.,.,27,332,12,47,.,.,.,.,.,.,.,.,.,102,120,387,584,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,5,South East,Y59,South East,119,399,40,68,134,215,1481,1518,.,.,.,.,33,372,19,57,.,.,.,.,.,.,.,.,.,112,133,386,619,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,5,South West,Y58,South West,61,269,17,34,189,212,885,909,.,.,.,.,23,266,16,33,.,.,.,.,.,.,.,.,.,101,140,177,347,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,5,Y63,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,31,129,10,14,65,68,363,368,.,.,.,.,9,125,6,12,.,.,.,.,.,.,.,.,.,73,80,98,136,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,5,Y62,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,56,193,14,30,299,326,733,735,.,.,.,.,21,187,6,29,.,.,.,.,.,.,.,.,.,121,148,262,364,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,5,Y63,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,65,241,23,40,82,97,683,701,.,.,.,.,25,232,14,39,.,.,.,.,.,.,.,.,.,85,106,239,400,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,5,Y60,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,46,196,13,27,97,133,796,808,.,.,.,.,14,177,7,23,.,.,.,.,.,.,.,.,.,51,55,90,172,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,5,Y60,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,111,324,21,42,113,146,738,747,.,.,.,.,34,324,10,42,.,.,.,.,.,.,.,.,.,134,148,185,306,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,5,Y61,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,67,259,12,30,124,163,721,736,.,.,.,.,12,249,5,28,.,.,.,.,.,.,.,.,.,102,109,159,303,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,5,Y56,RRU,LONDON AMBULANCE SERVICE NHS TRUST,98,337,24,49,210,275,977,1012,.,.,.,.,27,332,12,47,.,.,.,.,.,.,.,.,.,102,120,387,584,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,5,Y59,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,69,246,14,30,79,131,803,836,.,.,.,.,12,224,2,20,.,.,.,.,.,.,.,.,.,67,75,306,479,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,5,Y59,R1F,ISLE OF WIGHT NHS TRUST,3,11,1,2,2,3,33,33,.,.,.,.,0,11,0,2,.,.,.,.,.,.,.,.,.,0,1,14,18,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,5,Y59,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,47,142,25,36,53,81,645,649,.,.,.,.,21,137,17,35,.,.,.,.,.,.,.,.,.,45,57,66,122,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,5,Y58,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,61,269,17,34,189,212,885,909,.,.,.,.,23,266,16,33,.,.,.,.,.,.,.,.,.,101,140,177,347,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,6,Eng,Eng,England,750,2493,186,352,1204,1521,8171,8337,.,.,.,.,257,2415,103,332,.,.,.,.,.,.,.,.,.,903,1027,2182,3610,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,6,North East and Yorkshire,Y63,North East and Yorkshire,99,350,34,55,125,144,1050,1078,.,.,.,.,41,334,25,51,.,.,.,.,.,.,.,.,.,143,164,320,563,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,6,North West,Y62,North West,110,302,22,36,235,260,1562,1566,.,.,.,.,31,291,9,33,.,.,.,.,.,.,.,.,.,146,159,538,764,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,6,Midlands,Y60,Midlands,149,522,28,65,231,273,1468,1486,.,.,.,.,45,505,13,62,.,.,.,.,.,.,.,.,.,164,185,259,444,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,6,East of England,Y61,East of England,77,263,18,32,138,169,780,794,.,.,.,.,17,251,8,27,.,.,.,.,.,.,.,.,.,106,115,171,336,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,6,London,Y56,London,113,368,22,53,181,269,1067,1099,.,.,.,.,35,367,10,53,.,.,.,.,.,.,.,.,.,124,140,362,607,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,6,South East,Y59,South East,129,402,41,72,146,227,1383,1427,.,.,.,.,50,381,21,67,.,.,.,.,.,.,.,.,.,128,144,367,566,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,6,South West,Y58,South West,73,286,21,39,148,179,861,887,.,.,.,.,38,286,17,39,.,.,.,.,.,.,.,.,.,92,120,165,330,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,6,Y63,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,39,138,16,23,51,57,345,354,.,.,.,.,15,130,10,21,.,.,.,.,.,.,.,.,.,59,65,102,156,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,6,Y62,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,110,302,22,36,235,260,1562,1566,.,.,.,.,31,291,9,33,.,.,.,.,.,.,.,.,.,146,159,538,764,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,6,Y63,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,60,212,18,32,74,87,705,724,.,.,.,.,26,204,15,30,.,.,.,.,.,.,.,.,.,84,99,218,407,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,6,Y60,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,50,190,8,24,98,129,781,786,.,.,.,.,10,173,2,21,.,.,.,.,.,.,.,.,.,54,60,68,133,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,6,Y60,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,99,332,20,41,133,144,687,700,.,.,.,.,35,332,11,41,.,.,.,.,.,.,.,.,.,110,125,191,311,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,6,Y61,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,77,263,18,32,138,169,780,794,.,.,.,.,17,251,8,27,.,.,.,.,.,.,.,.,.,106,115,171,336,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,6,Y56,RRU,LONDON AMBULANCE SERVICE NHS TRUST,113,368,22,53,181,269,1067,1099,.,.,.,.,35,367,10,53,.,.,.,.,.,.,.,.,.,124,140,362,607,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,6,Y59,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,79,262,23,39,84,130,810,848,.,.,.,.,29,249,11,35,.,.,.,.,.,.,.,.,.,51,54,316,468,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,6,Y59,R1F,ISLE OF WIGHT NHS TRUST,4,11,3,4,4,4,35,35,.,.,.,.,2,11,2,4,.,.,.,.,.,.,.,.,.,0,1,10,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,6,Y59,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,46,129,15,29,58,93,538,544,.,.,.,.,19,121,8,28,.,.,.,.,.,.,.,.,.,77,89,41,83,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,6,Y58,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,73,286,21,39,148,179,861,887,.,.,.,.,38,286,17,39,.,.,.,.,.,.,.,.,.,92,120,165,330,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,7,Eng,Eng,England,655,2456,164,320,1140,1457,7434,7575,.,.,.,.,230,2241,86,315,.,.,.,.,.,.,.,.,.,870,983,1948,3335,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,7,North East and Yorkshire,Y63,North East and Yorkshire,95,343,23,42,134,148,1042,1056,.,.,.,.,33,335,13,42,.,.,.,.,.,.,.,.,.,156,176,351,577,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,7,North West,Y62,North West,76,245,16,25,184,216,694,697,.,.,.,.,20,237,6,24,.,.,.,.,.,.,.,.,.,119,143,237,362,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,7,Midlands,Y60,Midlands,156,540,39,73,182,241,1537,1558,.,.,.,.,55,438,19,72,.,.,.,.,.,.,.,.,.,163,174,261,455,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,7,East of England,Y61,East of England,79,309,14,32,146,176,764,784,.,.,.,.,19,295,4,26,.,.,.,.,.,.,.,.,.,112,124,165,336,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,7,London,Y56,London,102,321,26,41,185,256,1096,1123,.,.,.,.,38,315,17,40,.,.,.,.,.,.,.,.,.,105,112,395,632,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,7,South East,Y59,South East,108,394,28,67,139,219,1484,1526,.,.,.,.,45,355,16,59,.,.,.,.,.,.,.,.,.,103,106,383,615,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,7,South West,Y58,South West,39,304,18,40,170,201,817,831,.,.,.,.,20,266,11,52,.,.,.,.,.,.,.,.,.,112,148,156,358,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,7,Y63,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,32,119,4,13,67,72,382,389,.,.,.,.,9,116,1,13,.,.,.,.,.,.,.,.,.,67,73,129,179,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,7,Y62,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,76,245,16,25,184,216,694,697,.,.,.,.,20,237,6,24,.,.,.,.,.,.,.,.,.,119,143,237,362,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,7,Y63,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,63,224,19,29,67,76,660,667,.,.,.,.,24,219,12,29,.,.,.,.,.,.,.,.,.,89,103,222,398,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,7,Y60,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,52,225,13,28,90,116,830,840,.,.,.,.,20,123,8,27,.,.,.,.,.,.,.,.,.,61,62,95,175,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,7,Y60,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,104,315,26,45,92,125,707,718,.,.,.,.,35,315,11,45,.,.,.,.,.,.,.,.,.,102,112,166,280,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,7,Y61,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,79,309,14,32,146,176,764,784,.,.,.,.,19,295,4,26,.,.,.,.,.,.,.,.,.,112,124,165,336,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,7,Y56,RRU,LONDON AMBULANCE SERVICE NHS TRUST,102,321,26,41,185,256,1096,1123,.,.,.,.,38,315,17,40,.,.,.,.,.,.,.,.,.,105,112,395,632,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,7,Y59,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,73,232,20,48,91,140,818,852,.,.,.,.,21,210,8,41,.,.,.,.,.,.,.,.,.,57,59,309,480,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,7,Y59,R1F,ISLE OF WIGHT NHS TRUST,2,12,1,1,1,1,45,47,.,.,.,.,0,12,0,1,.,.,.,.,.,.,.,.,.,1,1,17,24,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,7,Y59,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,33,150,7,18,47,78,621,627,.,.,.,.,24,133,8,17,.,.,.,.,.,.,.,.,.,45,46,57,111,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,7,Y58,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,39,304,18,40,170,201,817,831,.,.,.,.,20,266,11,52,.,.,.,.,.,.,.,.,.,112,148,156,358,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,8,Eng,Eng,England,677,2374,177,323,1107,1438,7060,7244,.,.,.,.,210,2277,93,300,.,.,.,.,.,.,.,.,.,770,887,1954,3355,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,8,North East and Yorkshire,Y63,North East and Yorkshire,109,362,31,50,120,141,1117,1140,.,.,.,.,32,346,17,47,.,.,.,.,.,.,.,.,.,118,132,369,619,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,8,North West,Y62,North West,94,261,15,27,163,193,566,566,.,.,.,.,27,255,9,27,.,.,.,.,.,.,.,.,.,96,114,229,377,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,8,Midlands,Y60,Midlands,141,510,39,70,192,245,1379,1403,.,.,.,.,42,489,17,63,.,.,.,.,.,.,.,.,.,167,192,243,419,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,8,East of England,Y61,East of England,75,278,18,32,122,153,808,823,.,.,.,.,11,262,6,28,.,.,.,.,.,.,.,.,.,91,99,173,339,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,8,London,Y56,London,109,324,28,36,172,248,1035,1069,.,.,.,.,43,320,20,36,.,.,.,.,.,.,.,.,.,113,123,401,623,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,8,South East,Y59,South East,89,372,23,56,168,257,1285,1341,.,.,.,.,35,339,13,47,.,.,.,.,.,.,.,.,.,105,117,375,578,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,8,South West,Y58,South West,60,267,23,52,170,201,870,902,.,.,.,.,20,266,11,52,.,.,.,.,.,.,.,.,.,80,110,164,400,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,8,Y63,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,34,142,6,12,50,61,405,412,.,.,.,.,9,142,4,12,.,.,.,.,.,.,.,.,.,47,51,120,182,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,8,Y62,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,94,261,15,27,163,193,566,566,.,.,.,.,27,255,9,27,.,.,.,.,.,.,.,.,.,96,114,229,377,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,8,Y63,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,75,220,25,38,70,80,712,728,.,.,.,.,23,204,13,35,.,.,.,.,.,.,.,.,.,71,81,249,437,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,8,Y60,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,49,216,13,27,98,126,725,735,.,.,.,.,13,195,2,20,.,.,.,.,.,.,.,.,.,51,54,78,139,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,8,Y60,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,92,294,26,43,94,119,654,668,.,.,.,.,29,294,15,43,.,.,.,.,.,.,.,.,.,116,138,165,280,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,8,Y61,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,75,278,18,32,122,153,808,823,.,.,.,.,11,262,6,28,.,.,.,.,.,.,.,.,.,91,99,173,339,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,8,Y56,RRU,LONDON AMBULANCE SERVICE NHS TRUST,109,324,28,36,172,248,1035,1069,.,.,.,.,43,320,20,36,.,.,.,.,.,.,.,.,.,113,123,401,623,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,8,Y59,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,64,212,15,26,97,148,656,687,.,.,.,.,18,197,6,23,.,.,.,.,.,.,.,.,.,51,51,310,462,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,8,Y59,R1F,ISLE OF WIGHT NHS TRUST,5,21,2,2,6,9,34,35,.,.,.,.,3,21,2,2,.,.,.,.,.,.,.,.,.,0,1,9,18,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,8,Y59,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,20,139,6,28,65,100,595,619,.,.,.,.,14,121,5,22,.,.,.,.,.,.,.,.,.,54,65,56,98,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,8,Y58,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,60,267,23,52,170,201,870,902,.,.,.,.,20,266,11,52,.,.,.,.,.,.,.,.,.,80,110,164,400,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,9,Eng,Eng,England,656,2393,150,305,970,1254,7484,7658,.,.,.,.,201,2330,77,285,.,.,.,.,.,.,.,.,.,825,950,1936,3412,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,9,North East and Yorkshire,Y63,North East and Yorkshire,81,347,15,33,126,151,1051,1078,.,.,.,.,21,336,6,29,.,.,.,.,.,.,.,.,.,121,144,322,570,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,9,North West,Y62,North West,106,295,26,43,148,181,1409,1412,.,.,.,.,36,289,16,43,.,.,.,.,.,.,.,.,.,113,136,450,730,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,9,Midlands,Y60,Midlands,151,522,34,67,185,238,1311,1347,.,.,.,.,41,510,13,66,.,.,.,.,.,.,.,.,.,169,189,210,356,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,9,East of England,Y61,East of England,69,263,11,24,121,153,666,678,.,.,.,.,21,257,9,23,.,.,.,.,.,.,.,.,.,81,93,128,287,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,9,London,Y56,London,85,319,13,27,150,208,1012,1033,.,.,.,.,17,317,6,27,.,.,.,.,.,.,.,.,.,94,101,366,596,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,9,South East,Y59,South East,80,365,25,68,154,217,1233,1273,.,.,.,.,34,339,11,54,.,.,.,.,.,.,.,.,.,99,109,320,525,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,9,South West,Y58,South West,84,282,26,43,86,106,802,837,.,.,.,.,31,282,16,43,.,.,.,.,.,.,.,.,.,148,178,140,348,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,9,Y63,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,34,130,7,12,42,48,340,354,.,.,.,.,11,130,3,12,.,.,.,.,.,.,.,.,.,45,49,105,168,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,9,Y62,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,106,295,26,43,148,181,1409,1412,.,.,.,.,36,289,16,43,.,.,.,.,.,.,.,.,.,113,136,450,730,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,9,Y63,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,47,217,8,21,84,103,711,724,.,.,.,.,10,206,3,17,.,.,.,.,.,.,.,.,.,76,95,217,402,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,9,Y60,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,53,209,9,20,100,126,745,759,.,.,.,.,11,197,3,19,.,.,.,.,.,.,.,.,.,52,57,73,130,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,9,Y60,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,98,313,25,47,85,112,566,588,.,.,.,.,30,313,10,47,.,.,.,.,.,.,.,.,.,117,132,137,226,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,9,Y61,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,69,263,11,24,121,153,666,678,.,.,.,.,21,257,9,23,.,.,.,.,.,.,.,.,.,81,93,128,287,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,9,Y56,RRU,LONDON AMBULANCE SERVICE NHS TRUST,85,319,13,27,150,208,1012,1033,.,.,.,.,17,317,6,27,.,.,.,.,.,.,.,.,.,94,101,366,596,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,9,Y59,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,59,216,17,30,84,126,613,639,.,.,.,.,17,199,6,17,.,.,.,.,.,.,.,.,.,49,54,271,420,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,9,Y59,R1F,ISLE OF WIGHT NHS TRUST,2,13,1,1,4,6,25,27,.,.,.,.,0,13,0,1,.,.,.,.,.,.,.,.,.,0,1,12,21,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,9,Y59,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,19,136,7,37,66,85,595,607,.,.,.,.,17,127,5,36,.,.,.,.,.,.,.,.,.,50,54,37,84,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,9,Y58,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,84,282,26,43,86,106,802,837,.,.,.,.,31,282,16,43,.,.,.,.,.,.,.,.,.,148,178,140,348,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,10,Eng,Eng,England,733,2626,175,338,1120,1430,6812,7075,.,.,.,.,208,2495,88,307,.,.,.,.,.,.,.,.,.,843,963,1851,3244,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,10,North East and Yorkshire,Y63,North East and Yorkshire,86,368,19,41,143,170,1083,1100,.,.,.,.,29,363,13,40,.,.,.,.,.,.,.,.,.,154,170,341,581,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,10,North West,Y62,North West,97,320,17,31,185,209,381,384,.,.,.,.,26,312,7,31,.,.,.,.,.,.,.,.,.,113,139,161,264,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,10,Midlands,Y60,Midlands,144,558,32,74,180,227,1423,1562,.,.,.,.,43,546,18,68,.,.,.,.,.,.,.,.,.,150,173,279,485,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,10,East of England,Y61,East of England,94,313,19,30,113,151,753,767,.,.,.,.,24,256,8,17,.,.,.,.,.,.,.,.,.,110,116,138,268,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,10,London,Y56,London,112,362,26,47,178,252,1103,1126,.,.,.,.,34,354,19,45,.,.,.,.,.,.,.,.,.,123,136,417,686,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,10,South East,Y59,South East,127,414,38,70,159,218,1221,1249,.,.,.,.,32,383,13,64,.,.,.,.,.,.,.,.,.,99,110,329,526,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,10,South West,Y58,South West,73,291,24,45,162,203,848,887,.,.,.,.,20,281,10,42,.,.,.,.,.,.,.,.,.,94,119,186,434,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,10,Y63,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,38,149,5,10,58,73,418,427,.,.,.,.,10,149,5,10,.,.,.,.,.,.,.,.,.,62,67,132,191,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,10,Y62,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,97,320,17,31,185,209,381,384,.,.,.,.,26,312,7,31,.,.,.,.,.,.,.,.,.,113,139,161,264,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,10,Y63,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,48,219,14,31,85,97,665,673,.,.,.,.,19,214,8,30,.,.,.,.,.,.,.,.,.,92,103,209,390,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,10,Y60,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,53,208,13,31,84,95,689,819,.,.,.,.,14,196,9,25,.,.,.,.,.,.,.,.,.,42,48,103,176,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,10,Y60,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,91,350,19,43,96,132,734,743,.,.,.,.,29,350,9,43,.,.,.,.,.,.,.,.,.,108,125,176,309,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,10,Y61,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,94,313,19,30,113,151,753,767,.,.,.,.,24,256,8,17,.,.,.,.,.,.,.,.,.,110,116,138,268,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,10,Y56,RRU,LONDON AMBULANCE SERVICE NHS TRUST,112,362,26,47,178,252,1103,1126,.,.,.,.,34,354,19,45,.,.,.,.,.,.,.,.,.,123,136,417,686,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,10,Y59,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,85,276,22,40,95,129,634,657,.,.,.,.,21,256,8,34,.,.,.,.,.,.,.,.,.,51,55,280,418,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,10,Y59,R1F,ISLE OF WIGHT NHS TRUST,1,7,1,1,5,8,46,47,.,.,.,.,1,7,1,1,.,.,.,.,.,.,.,.,.,2,3,11,22,.,.,.,.,.,.,.,.,.,.,.,.,.,.
